id,gid,x,y,dir_x,dir_y,radius,time
0,0,5.58,-2.46,-0.998969,0.0454076,0.1,0
0,0,5.5312,-2.46,-0.99901,0.0435913,0.1,0.04
0,0,5.4824,-2.46,-0.999051,0.041775,0.1,0.08
0,0,5.4336,-2.46,-0.999092,0.0399587,0.1,0.12
0,0,5.3848,-2.46,-0.999134,0.0381424,0.1,0.16
0,0,5.336,-2.46,-0.999175,0.0363261,0.1,0.2
0,0,5.2872,-2.46,-0.999216,0.0345098,0.1,0.24
0,0,5.2384,-2.46,-0.999257,0.0326935,0.1,0.28
0,0,5.1896,-2.46,-0.999299,0.0308772,0.1,0.32
0,0,5.1408,-2.46,-0.99934,0.0290609,0.1,0.36
0,0,5.092,-2.46,-0.999381,0.0272445,0.1,0.4
0,0,5.0432,-2.46,-0.999422,0.0254282,0.1,0.44
